Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
Lost Coin Group, ,,Entertainment,2-10 employees,"Sydney, NSW",Privately Held,2004, ,-34.42952,149.3153, 
Rock N Roll Touring,https://www.rocknrolltouring.com/,62450884597,Entertainment,2-10 employees,,Privately Held,1983,"10 Clinch Ave, 603, Melbourne, Victoria, Australia, VIC 3072, AU",-37.736883,145.001861,"Touring, Marketing, Events, Accounting, Advertising, Entertainment, Performance, Rock N Roll, Routing, Networking, Showcasing, Management, Show, and Production"
FENIX,http://www.fenix.band,,Entertainment,11-50 employees,"Melbourne, VIC",Privately Held,2017,"Melbourne, VIC 3141, AU",-37.825071,144.978682,"blockchain, entertainment, technology, and music industry"
Steiner Talent Management,http://steinermanagement.com.au,,Entertainment,2-10 employees,"Bentleigh East, VIC",Privately Held,2018,"PO BOX 408, Bentleigh East, VIC 3165, AU",-37.92211,145.066689,"acting agent, talent agent, and entertainment"
Kym Campbell Music,http://www.kymcampbell.com,,Entertainment,2-10 employees,"Freshwater, NSW",Sole Proprietorship,2008,"Evans St., Freshwater, NSW 2096, AU",-33.774365,151.283721,"Entertainment, Music, and Music promotion"
The Two Cent Professionals,https://www.twocentprofessionals.com/,,Entertainment,11-50 employees,"Perth, Western Australia",Self-Employed,2009,"21 Mounts Bay Rd, Perth, Western Australia 6000, AU", , ,"Music, Entertainment, Weddings, Functions, Good Times, Public Gigs, and Private Parties"
Children's Entertainers Association,http://centa.org.au/,,Entertainment,2-10 employees,"Adelaide, SA",Nonprofit,2018,"2/165 Main Road Blackwood, Adelaide, SA 5051, AU", , ,Children's Entertainment and Kid's Entertainment
Sugar Blue Burlesque,http://sugarblueburlesque.com,,Entertainment,2-10 employees,"Northbridge, Western Australia",Public Company,2007,"267 William Street, Northbridge, Western Australia 6003, AU",-31.947412,115.859817,"adult dance classes, vintage dance, hens nights, corporate entertainment, and burlesque"
Jason Gray Magician,https://www.coastmagician.com.au/,,Entertainment,0-1 employees,"Gold Coast, QLD",Self-Employed,2013,"vivacity drive, Gold Coast, QLD 4216, AU",-28.017366,153.42725, 
Out of the Blue Productions Australia,http://www.outoftheblueproductions.com.au,61410759465,Entertainment,0-1 employees,"The Entrance North, NSW",Sole Proprietorship,2018, ,-33.339556,115.649975,"events, festivals, community, art, culture, connection, music, entertainment, education, hospitality, styling, production, skills training, marketing, partnerships, and conversation"
PMLS,http://www.pmls.com.au,,Entertainment,2-10 employees,,Privately Held,2004,"10 Chesterman Street, Moonah, Tasmania 7009, AU",-42.839734,147.296081,Large Scale Entertainment and Concert Systems and Backline
Book A Santa,http://www.bookasanta.com.au,390130840,Entertainment,11-50 employees,"Wantirna South, VIC",Privately Held,2010,"1/1 Sherwood Court, Wantirna South, VIC 3152, AU",-37.869121,145.249612,"National Recruitment Santa Claus, Christmas Entertainment, National Campaigns Santa Claus, and Santa Claus Hire"
Big Boys Toys Expo,http://www.bigboystoysexpo.com.au,,Entertainment, ,"Cairns City, Queensland",,,"Lake St, Cairns City, Queensland 4870, AU",-16.922929,145.775689, 
Melbourne Jazz,http://www.melbournejazz.com.au/,,Entertainment,0-1 employees,"Melbourne, VIC",Privately Held,2002,"Carlisle St, Melbourne, VIC 3182, AU",-37.825071,144.978682,"entertainment, band management, live music, booking agency, and music review"
GigBook Pty Ltd,http://www.getgigbook.com,,Entertainment,2-10 employees,"Brisbane, QLD",Privately Held,2012,"Adelaide Street, Brisbane, QLD 4000, AU",-27.469309,153.026164, 
The Switch Silent Disco ,https://theswitchsilentdisco.com.au,,Entertainment, ,"Seaford, Victoria",,,"31 Oliphant Way, Seaford, Victoria 3198, AU",-38.097651,145.148905,"Entertainment , Marketing , Promotions , Customer Service , Event Management , Operations , and Logistics"
My Bondi Summer,https://www.mybondisummer.sydney,,Entertainment,0-1 employees,"Sydney, NSW",Self-Employed,2015,"Sydney, NSW 2000, AU",-33.901541,151.198098,"Influencer Marketing, Food Influencer, Entertainment Influencer, Australian Travel Influencer, Sydney Blogger, Australian Blogger, Sydney Food, Sydney Entertainment, Australian Travel, Sydney Restaurants, Sydney Bars, Sydney Cafes, Sydney Lifestyle, and Sydney Events"
Tumbleweed Theatrical Productions, ,,Entertainment,11-50 employees,"Bondi Junction, NSW",Nonprofit,2008,"35 Bon Accord Ave, Bondi Junction, NSW 2022, AU", , , 
African Beat,http://www.africanbeat.com.au,1300781380,Entertainment,2-10 employees,"Gold Coast, Queensland",Privately Held,2006, ,-37.802068,144.89934,"African Drummin, Entertainment, Team Building, Event Planning, African Dancing, African Music, Education, and Teaching"
Recharge DJ's,http://www.rechargedjs.com,,Entertainment,2-10 employees,"Brisbane, Queensland",Privately Held,2009,"Po Box 2111, Tingalpa, Brisbane, Queensland 4173, AU",-27.469309,153.026164,"Entertainment, Hospitality Industry, DJ's, and Karaoke"
Vass Productions,http://www.vasstg.com.au/vass-productions,61399640918,Entertainment,2-10 employees,"Melbourne, Victoria",Privately Held,2007,"135 Fitzroy St, Melbourne, Victoria 3182, AU",-37.825071,144.978682,"Film, Producers, Theatre Productions, Touring, LICENSING, PRODUCER SERVICES, Live Entertainment, Acting, Education, Movies, Stage Production, Theatrical Agents, Entrepreneurial Producer, Performance Funding, Co Production, Spiegel Tent, Feature Films, Television Series, Television Commercials, and Film Industry Australia"
Playwave,http://playwave.com.au,,Entertainment,2-10 employees,"Sydney, New South Wales",Nonprofit,2017,"88 Carlton Parade, Sydney, New South Wales 2218, AU",-33.868633,151.209421,"Arts, Youth Arts, Performance Art, Entertainment, Working with Young People, Live entertainment, Live performance, Theatre, Music, Dance, Visual Art, Festivals, Musical Theatre, Online platform, Web design, Art, Culture, On Demand, Film, Opera, Comedy, Creative, Spoken Word, and Sydney"
That Magician,http://www.ThatMagician.com.au,,Entertainment,2-10 employees,"Armstrong Creek, Victoria",Privately Held,2016,"9 Bolton St, Armstrong Creek, Victoria 3217, AU",-38.241547,144.361358,Magic and Entertainment
Dutchdown,http://www.dutchdown.com,,Entertainment,2-10 employees,,Public Company,2010, , , ,"Event Design & Development, Live Entertainment, and Event Management"
6 Stars Radio,http://www.6starsradio.com.au,,Entertainment,2-10 employees,"Dandenong, Victoria",Privately Held,2018,"65 King St, Dandenong, Victoria 3175, AU",-37.983773,145.22388,"entertainment, media, radio, tamil, music, broadcast, web, and mobile"
Mudcrab Music & Events,http://www.mudcrabmusic.com.au,,Entertainment,0-1 employees,"Sunshine Coast, Queensland",Sole Proprietorship,,"Sunshine Coast, Queensland 4551, AU",-26.633507,153.089756,"Event Management, Social Media Management, Entertainment Booking, Venue Rostering, Marketing, Promotion Team Building, Wedding Planning, Content Creation, Graphic Design, Event Photography, Event Videography, Event Legacy, AV Hire, Digital Marketing Campaigns, Artist Management, and Venue Consultancy"
Gigahire,http://www.gigahire.com.au,,Entertainment,2-10 employees,"Burwood, New South Wales",Self-Employed,2019,"4 Railway Pde, Burwood, New South Wales 2134, AU",-33.87838,151.106335, 
CrowdPleaser,https://www.crowdpleaser.com.au/,,Entertainment,2-10 employees,"Woolloongabba, Queensland",Privately Held,2016,"13 Heaslop St, Woolloongabba, Queensland 4102, AU",-27.489015,153.029439, 
Debra SoulPlay,http://www.debrasoulplay.com/,,Entertainment,2-10 employees,"Melbourne, Vic",Self-Employed,2004,"PO Box 78, Kingsville, Melbourne, Vic 3012, AU",-37.825071,144.978682, 
Audio Angels - Australia's Premier Agency for Female Musical Talent,http://www.audioangels.com.au,,Entertainment,2-10 employees,"Melbourne, Victoria",Sole Proprietorship,2018,"Argo St, Melbourne, Victoria 3141, AU",-37.825071,144.978682,"Female DJs, Female Artists, Female Music, Female Singers, Corporate Entertainment, Sporting Entertainment, Weddings, and Clubs & Bars"
Fantastix Production Essentials Pty Ltd,http://www.fantastix.com.au,,Entertainment,2-10 employees,"Waterfall, New South Wales",Privately Held,2009,"23 Tharawal Ln, Waterfall, New South Wales 2233, AU",-34.132477,150.993324,"Printing, Online Box Office, Production Essentials, Social Networking, Entertainment, Event Management, Supplier Network, Community Support, Theatre, Dance Schools, and Performing Arts"
Pippa Wilson Enterprises Pty. Ltd.,http://www.pippawilson.com,,Entertainment,2-10 employees,"Chadstone Centre, Victoria",Sole Proprietorship,2000,"P.O. Box 221, Chadstone Centre, Victoria 3148, AU",-37.014348,143.480452,Jazz Entertainment
All About Swing,http://www.allaboutswing.com.au,,Entertainment,2-10 employees,"Sydney, New South Wales",Partnership,2016,"142 Great North Road, Five Dock, Sydney, New South Wales 2046, AU", , ,"Corporate Entertainment, Dance Entertainment, Live Shows, Vintage Dancing, and Swing and Lindyhop Entertainment"
Sensation Australia,http://www.sensation.com/news/sensation-australia-2017,,Entertainment,11-50 employees,"Sydney, NSW",Privately Held,2000,"Level 5, 115 Pitt Street, Sydney, NSW 2000, AU",-33.86645,151.208249,"Event Creation, Promotion, Marketing, Sponsorship, Partnership, Activation, Event Services, Sales and Marketing, Entertainment Services, and Hospitality Services"
The Beanies,https://www.thebeaniesaus.com/,,Entertainment,2-10 employees,"Sydney, NSW",Public Company,2016,"50 Carrington Street, Level 13, Sydney, NSW 2000, AU", , , 
Squisher and Squasher,http://www.squisherandsquasher.com,,Entertainment,2-10 employees,"Merredin, Western Australia",Privately Held,2012,"69B Coronation St, Merredin, Western Australia 6415, AU",-31.48003,118.28301,"childrens entertainment, craft centres, singing, dancing, live performance, music, fun, insects, early childhood education, and entertainment"
Bensons Trading,https://bensonstrading.com.au/,(03) 9369 9929,Entertainment,51-200 employees,"Derrimut, Victoria",Public Company,,"39-45 Swann Dr, Derrimut, Victoria 3030, AU",-37.805119,144.779644,"Showbags, Novelties, Shows, Carnivals, entertainment, prizes, and parties"
Nusantawa,http://instagram.com/nusantawa.2018,,Entertainment,11-50 employees,"Sydney, New South Wales",Nonprofit,2013,"Darlington Rd, Sydney, New South Wales  AU",-33.868633,151.209421,"Comedy, Entertainment, Non-Profit, Indonesia, Youth, Music, Drama, and Event"
Jubilee Street Management,https://www.jubileest.com/,,Entertainment,0-1 employees,,Privately Held,,"Melbourne,   AU",-37.825071,144.978682,"Entertainment, Management, Touring, Comedy, Branding, and Talent Management"
Orz Escape,http://www.orzescape.com.au,,Entertainment,2-10 employees,"Melbourne, VIC",Privately Held,2014,"Level 3/ 180 Bourke Street, Melbourne, VIC 3000, AU",-37.812668,144.967809,"Team Building, Entertainment, Events, Social Activities, and Corporate Social Responsibility"
ArcadeSold,https://www.arcadesold.com,61419577880,Entertainment,2-10 employees,"Melbourne, Vic",Privately Held,2018, , , ,"Arcade Equipment, Simulators, Attractions, Technical Services, Simulators, Marketplace, Redemption Games, Amusement Games, and Laser Tag"
THE FULL BOX PRODUCTIONS,http://www.thefullbox.com.au,,Entertainment,2-10 employees,"SYDNEY, NSW",Privately Held,2009,"PO BOX 850 WOOLLAHRA, SYDNEY 1350, ROYLSTON STREET, PADDINGTON, SYDNEY, NSW 2021, AU", , , 
Bright and Shiny, ,,Entertainment,2-10 employees,"Sydney, NSW",Public Company,2005,"112 Terry Street, Tempe, Sydney, NSW 2044, AU",-33.91825,151.164727,"tour management, production management, and event coordination"
Off The Chain Studio,https://www.facebook.com/offthechainstudio/,,Entertainment,2-10 employees,"Melbourne, Victoria",,2017,"Melbourne, Victoria  AU",-37.825071,144.978682,"Videogames, Movies, Film, Podcast, Let's Play, and Entertainment"
Xmas Party in a Box,https://www.xmaspartyinabox.com,0402 354 321,Entertainment,2-10 employees,"Melbourne, Vic",Privately Held,2020,"Melbourne, Vic 3031, AU",-37.825071,144.978682,"virtual parties, virtual Christmas parties, virtual entertainment, corporate parties, corporate gifts, corporate entertainment, staff parties, staff virtual parties, staff gifts, ccorporate gift boxes"
Coach Music Podcast,https://www.coachmusicpodcast.com/,,Entertainment,0-1 employees,,Educational Institution,2018,"Melbourne,   AU",-37.825071,144.978682,"Podcasting, Podcast, Music Interviews, and Entertainment Industry"
V.B.T.C.A: Victoria Blacksea Turkish Cultural Association,http://www.vbtca.org.au,,Entertainment,51-200 employees,"Melbourne, VIC",Nonprofit,1999,"71/81 Pearcedale Parade, Broadmeadows, Melbourne, VIC 3047, AU",-37.676581,144.919287,"Dancing, Teaching, Learning, Entertainment, Performances, Blacksea Fiddle, Kemençe, Turkish Folk Dancing, and Halk Oyunlari"
Barton Bros Studios,http://www.bartonbrosstudios.com/,,Entertainment,2-10 employees,,Sole Proprietorship,2015,"Melbourne,   AU",-37.825071,144.978682,"Digital Sculpture, 3D Modelling, Comic Art, Texturing, Concept Design, and Digital Illustration"
Edgewise Productions,http://www.edgewise-productions.com,,Entertainment,2-10 employees,"Sydney, NSW",Sole Proprietorship,2014,"St Peters,  Sydney, NSW 2044, AU",-33.868633,151.209421,"Musical Theatre, Cabaret, Theatre, Entertainment, Performance, Publishing, Music, Art, Arts, and Business"
TingTing and KaKa's ,https://anchor.fm/tingtingandkakas,,Entertainment,2-10 employees,"Sydney, New South Wales",Partnership,2020,"Sydney, New South Wales 2205, AU",-33.868633,151.209421,"Podcast, Community, and Entertainment"
SONIC-ON MUSIC, ,,Entertainment,2-10 employees,,Privately Held,2019, ,-33.965495,151.101043, 
OnStage Tonight,http://www.onstagetonight.com.au,,Entertainment,2-10 employees,"Leichhardt, NSW",Nonprofit,2016,"23 Norton Street, Leichhardt, NSW NSW, AU",-33.887211,151.158378,"Artistic & Entertainment, Talk Show, Training, and Performing Arts"
NOVA DJs,http://www.novadjs.com.au,436478494,Entertainment,2-10 employees,"Waterloo, New South Wales",Sole Proprietorship,2017,"506/18 Amelia St., Waterloo, New South Wales 2017, AU", , ,"entertainment, wedding, dj hire, corporate, and party"
2Pauls.com.au,http://www.2Pauls.com.au,,Entertainment,2-10 employees,"Sydney, NSW",Partnership,2009,"146 Pitt Street, Sydney, NSW 2000, AU",-33.868633,151.209421,"Entertainment, Theatre Restaurant, Cabaret, and Piano & Voice"
Centrefold Lounge,http://centrefoldlounge.com.au,,Entertainment,2-10 employees,"Melbourne, Victoria",Privately Held,2007,"22 King St, Melbourne, Victoria 3000, AU",-37.819662,144.957508,"Adult Entertainment, Entertainment, and Night Club Venue"
Bowland Cranbourne,http://www.bowlandcranbourne.com.au,,Entertainment,11-50 employees,"Cranbourne, Victoria",Privately Held,2003,"65 Berwick-Cranbourne Rd, Cranbourne, Victoria 3977, AU",-38.106398,145.278456,"Bowling, Amusement, and Family entertainment"
Noice Management,http://noice-management.com/,,Entertainment,2-10 employees,"Sydney, NSW",,2017,"Sydney, NSW  AU",-33.868633,151.209421,"Artist Management, Booking, Agency, Hard Dance, Music, Entertainment, Branding, PR, Marketing, and Tour Management"
Shhhhh! Productions,http://www.shhhhhproductions.com,,Entertainment,2-10 employees,"SOUTHBANK, VIC",Privately Held,2012,"2004/22 DORCAS ST, SOUTHBANK, VIC 3006, AU",-37.830148,144.969674,"Entertainment, Theatre, Production Management, and Performance"
Tickets Tonight,http://www.ticketstonight.net,,Entertainment,2-10 employees,,Partnership,2016,AU, , ,"Theatre, Ticketing, Entertainment, and Technology"
Gen Con Australia,http://www.genconoz.com,,Entertainment,2-10 employees,"North Lakes, QLD",Privately Held,2006,"P.O. Box 1038, North Lakes, QLD 4509, AU",-27.233632,153.031931,Electronic Entertainment and tabletop gaming
Pro Cheer Australia,http://www.procheeraustralia.com,402685347,Entertainment,11-50 employees,"North Sydney, New South Wales",Sole Proprietorship,2016,"Walker St, North Sydney, New South Wales 2060, AU",-33.836767,151.2077,"Game Day Entertainment, Choreography, Team Management, and Brand Development"
Top End Shows,http://www.topendshows.com.au,1300 052 081,Entertainment,2-10 employees,"Parap, Northern Territory",Privately Held,2019,"4/5 Goyder Rd, Parap, Northern Territory 0820, AU",-12.438482,130.840392, 
theM., ,,Entertainment,2-10 employees,"Stafford, Qld",Public Company,2014,"19/25 Gamelin Crescent, Stafford, Qld 4053, AU",-27.412836,153.020244,"Live Music, Entertainment, Weddings, Corporate Entertainment, Vocals, and Piano"
shane hill Mentalist Hypnotist,http://www.corporatementalism.com,,Entertainment,0-1 employees,,Self-Employed,2000,"129, nelson rd Box hill nth, melbourne, victoria 3129, AU",-37.821529,145.126096,"entertainment, corporate entertianment, magic, comedy, and mind reading"
Born to Sparkle ,https://www.borntosparkle.com.au/,,Entertainment,11-50 employees,"Hilton, WA",Public Company,2017,"PO BOX 8012, Hilton, WA 6163, AU",-32.087932,115.799794,"Event Entertaiment, Glitter Tattoos, Customised Designs, Child Entertainment, Festival Entertainment, Corporate Entertainment Services , Private Entertainment Services,  Festival Glitter Makeup Artistry, Face Painting, Family Events, Face Sparkles, Customer Service, Personalised Service, Theme Parties, Sparkle Parties, Cosmetic Glitter, and Pro-Aide Licensed Seller"
Cedar Music,http://www.cedarmusic.com.au,,Entertainment,2-10 employees,,Privately Held,2002, ,-27.88923,153.02891,"Wedding Entertainment, Corporate Event Entertainment, Acoustic Duo and Trio, Function Band, Venue Music, DJ service, and Cover Band"
Major Events Company ,http://www.majoreventscompany.com/,,Entertainment,0-1 employees,"Robina, Queensland",Privately Held,, ,-36.488727,144.637916, 
Above and Beyond Production Services,http://www.aabps.com.au,1300 250 519,Entertainment,11-50 employees,"Clayton South, Victoria",Privately Held,2013,"Rosebank Avenue, Clayton South, Victoria 3169, AU",-37.943484,145.127245,"Event Management, Event Lighting, Stage Lighting, Production Management, Live Music, Festivals, Corporate Events, Brand Activation, Private Events, Stage Rigging, Dance Lighting, Lighting, Conferences, Outdoor Site Lighting, Technical Production, Rigging, Event Power, and Audio Visual"
billycartco.,https://www.billycartco.com/,(+61) 0418 652 900,Entertainment,2-10 employees,"Annandale, New South Wales",Privately Held,2020,"1 Trafalgar St, Annandale, New South Wales 2038, AU", , ,"childrens entertainment, production, and creative development"
NeuMark Productions,http://www.facebook.com/neumarkprod,0409 493 661,Entertainment,0-1 employees,"Melbourne, VIC",Sole Proprietorship,2018,"Melbourne, VIC 3142, AU",-37.825071,144.978682,"Live Music, DJs, Bookings, Entertainment, Events, Photography, Videography, Production, Music Videos, Content Shoots, Graphic Design, Weddings, Corporate Functions, and Passion Projects"
Info Pixel,http://infopixelgames.com/,,Entertainment,2-10 employees,"Melbourne, Victoria",Privately Held,2016,"Tower 4, Atrium Level, 18-36 Siddeley St., Melbourne, Victoria 3000, AU",-37.813046,144.962398,"VR, Games, Digital Art, Business Solutions, and AR"
Badlands Bar,http://www.badlands.bar,,Entertainment,11-50 employees,"Perth, Western Australia",Privately Held,2016,"3 Aberdeen St, Perth, Western Australia 6000, AU",-31.95092,115.86758, 
Book A Bunny,http://www.bookabunny.com.au,,Entertainment,11-50 employees,"Wantirna South, Vic",Privately Held,2014,"1/1 Sherwood CoOurt, Wantirna South, Vic 3152, AU", , ,"Easter Bunny Hire, Easter Entertainment, and Retail Promotions"
Bring Me Magic, ,,Entertainment,2-10 employees,,Public Company,2012,"Adelaide, Coromandel Valley, Sa 5051, AU",-35.047496,138.621373,"Entertainment, Magician, Face Painting, and Childrens Entertainment"
Bhangra Rulez, ,,Entertainment,11-50 employees,"Cannington, Western Australia",Nonprofit,2008,"Arthur St, Cannington, Western Australia 6107, AU",-32.015621,115.937375,"entertainment, dance, community events, and social events"
LovemyTV,http://www.lovemytv.com.au,,Entertainment,2-10 employees,"Bangor, NSW",Privately Held,2006,"PO Box 3320, Bangor, NSW 2234, AU",-34.017233,151.006176,"ISF Colour Calibration, Home Theatre Design and Installation, TV Installation, and Sound Design"
Sensation Festivals, ,,Entertainment,2-10 employees,"North Ward, Queensland",Partnership,2014,"Gregory St, North Ward, Queensland 4810, AU",-19.246356,146.81057,"Festivals, Events, Entertainment, and Food & Wine"
Corporate Magician,http://www.corporatemagician.com.au,,Entertainment,2-10 employees,,Self-Employed,2013,AU, , ,"Corporate Entertainment, Master Illusionists, Cocktail and Corporate Magic, Comedy Entertainment, Public Speaking, and Product Launches"
Party with latinas,http://www.facebook.com/partywithlatinas,,Entertainment,2-10 employees,"Southbank, Victoria",Privately Held,2011,"207 City Rd, Southbank, Victoria 3006, AU",-37.825545,144.960929,"Entertainment, Dancing, Latin entertainment, Kids Entertainment, and Zumba"
Special Opz, ,,Entertainment,51-200 employees,"Bendigo, Victoria",Privately Held,2015,"5/293 High Street, Kangaroo, Bendigo, Victoria 3040, AU",-36.757608,144.27957,"Laser Tag, Entertainment, Fun, and Enjoyment"
Feel The Beatz,http://feelthebeatz.com/,,Entertainment,2-10 employees,"Adelaide, SA",Privately Held,2017,"65 Northumberland street, Adelaide, SA 5065, AU",-34.929075,138.602578, 
My Productions,http://myproductions.net.au,,Entertainment,2-10 employees,"Sydney, New South Wales",Privately Held,, , , ,"Film Production, TV Production, and Entertainment"
Rolloways Leisure Centre,http://www.rolloways.com,,Entertainment,2-10 employees,"O'Connor, WA",Privately Held,2002,"352 South Street, Unit 12, O'Connor, WA 6163, AU", , ,"skating, Rollerskating, Rollerblading, Rollerderby, Skate Shop, Learn to Skate, Skating Classes, Birthday Party Catering, Birthday Party Events, Corporate Events, Skate Hire, Skate Maintenance, Skate Repair, Group Functions, Family Entertainment, Party Venue, Private Functions, Catered Functions, and Entertainment"
Sight and Sound Studio,http://www.sightandsoundstudio.com.au,,Entertainment,2-10 employees,"Rozelle, NSW",Sole Proprietorship,2015,"Wellington Street, Rozelle, NSW 2039, AU",-33.864794,151.170967,"Entertainment Lighting Design, Lighting and Set Pre-visualization, Audio and Vision Syncronization, and Outside of the Box Designs"
STUDIOCANAL PTY LIMITED, ,,Entertainment,11-50 employees,"Sydney, New South Wales",,,"Gpo Box 110, , Sydney, New South Wales 2001, AU",-33.868633,151.209421, 
Zeus Music,http://www.zeusmusic.com.au,431844349,Entertainment,2-10 employees,"Biggera Waters, Queensland",Sole Proprietorship,2008,"41 Harbour Town Dr, 411, Biggera Waters, Queensland 4216, AU",-27.933548,153.395771,"DJ, Musicians, Entertainment, Event Services, Weddings, Birthdays, Corporate, Retail, Fitness, Promo Artwork, and Graphic Design"
Vivacious by Catalina Gonzalez,http://www.vivaciousbycata.com,0401 726 016,Entertainment,2-10 employees,"Brunswick East, Vic",Privately Held,2017,"Brunswick East, Vic 3057, AU",-37.768903,144.977668,"Master of Ceremonies, Entertainment, Mentoring, Workshops, Facilitators, Inclusion, Engagement, Diversity, and Impact"
Circaholics Anonymous,http://www.circaholicsanonymous.com,,Entertainment,2-10 employees,,Sole Proprietorship,2009,AU, , ,"Fire Performing, Circus Performing, Lessons, Workshops, and Live Entertainment"
Applause Murder Mysteries,http://applause.com.au/,,Entertainment, ,,,,"623 Glen Huntly Road, Caulfield, VIC 3162, AU",-37.885952,145.015407, 
1Tribe™,https://www.1tribe.com.au,+61 3 8538 1220,Entertainment,2-10 employees,"South Yarra, Victoria",Privately Held,2020,"25 Claremont Street, South Yarra, Victoria 3141, AU",-37.83737,144.993743,"eCommerce, Loyalty, Content Creation, Payments, Augmented Reality, Marketing Services, and Podcasts"
Jade & Ryan,http://www.jadeandryan.com.au,,Entertainment,2-10 employees,"Sydney, NSW",Privately Held,2018,"media@jadeandryan.com.au, Sydney, NSW 2000, AU", , ,"MC, Entertainment, and Brand Representation"
CelebrityKind,http://www.celebritykind.com,,Entertainment,0-1 employees,"Sydney, NSW",Self-Employed,2018,"Sydney, NSW 2111, AU",-33.901541,151.198098,"Celebrity News, Kindness, Entertainment News, Charities, Humanitarian, Celebrities, Movies, TV, and Books"
Fliptease Pty Ltd,http://www.fliptease.com.au,,Entertainment,2-10 employees,"Osborne Park, WA",Privately Held,2006,"97 Hecotr Street, 7, Osborne Park, WA 6017, AU",-31.905534,115.814016,"circus, aerial shows, spectacle shows, immersive event entertainment, spectacle design and consultation, and kids shows"
Mollison Communications,http://www.mollison.com.au,,Entertainment,2-10 employees,,Privately Held,1989,"Melbourne,   AU",-37.825071,144.978682,"Publicity, Marketing, and Design"
Tinderbox Productions PTY LTD,http://www.tinderboxproductions.com.au,,Entertainment,51-200 employees,"Melbourne , VIC",Public Company,,"Melbourne , VIC 3141, AU",-37.825071,144.978682, 
JRB Services Melbourne,https://jrbbookings.wixsite.com/jrbservices,,Entertainment,2-10 employees,,Sole Proprietorship,2014,AU, , ,"Event Photography, Logo design, DJ services, and Corporate identity packages"
Fuel Live,http://fuel.live,,Entertainment,51-200 employees,"Leichhardt, New South Wales",Privately Held,2012,"23 Norton St, Leichhardt, New South Wales 2040, AU", , ,"Hospitality, Entertainment, and Business Operations"
strings on fire,http://www.stringsonfire.com.au,+61 401 015 274,Entertainment,2-10 employees,"Darlinghurst, , NSW",Partnership,2006,"39 Oxford Street, ,  39 Oxford Street,  Darlinghurst, ,  Darlinghurst, , NSW 2010, AU",-33.878132,151.219439,"Corporate entertainment, Special Events Entertainment, Awards night entertainment, Violin & Circus Show, Violin & Fire Show, LED Violin Show, Wedding Entertainment, Acrobatics & Fire Show, Violin Show, After Dinner Entertainment, Violin Stunt Show, Wow Factor Entertainment, Wow Factor Entertainers, Sydney Special Event Entertainers, and Unique Events Entertainers"
Konjum Salangai,http://www.konjumsalangai.com.au,,Entertainment,2-10 employees,"Constitution Hill, NSW",Partnership,2014,"Constitution Hill, Constitution Hill, NSW 2147, AU",-33.793564,150.97422,"Bharata Natyam, Dance School, Entertainment, and Indian classical dance"
Teelas Face Painting & Body Art,http://www.teelasfacepainting.com.au,,Entertainment,0-1 employees,"Toowoomba, Queensland",Self-Employed,2010,"Gatfield Street, Toowoomba, Queensland 4350, AU",-27.564533,151.95552,"Children's Parties, Corporate Events, and Body Art"
Gospo Enterprises Pty Ltd,http://gospo.com.au,,Entertainment,2-10 employees,,Public Company,2009,"Adelaide,   AU",-34.929075,138.602578,"Music, Events, and Education"
Cut a Rug,http://cutarug.com.au,,Entertainment,2-10 employees,"Mapleton, QLD",Self-Employed,2011,"PO Box 270, Mapleton, QLD 4560, AU",-26.623387,152.865057,"Weddings, Events, and Parties"
Delaney Creative Artist Management,http://www.delaneycreative.com.au,,Entertainment,0-1 employees,"Bondi Beach, NSW",Self-Employed,2020,"Bondi Beach, NSW 2026, AU",-33.889485,151.272308, 
Swindle App,https://www.swindleapp.com.au,,Entertainment,2-10 employees,"Sydney, NSW",Privately Held,2018,"11-31 York St Sydney, Level 1, Sydney, NSW 2000, AU",-33.868633,151.209421, 
Escape Room Games Pty Ltd,http://www.escaperoomgames.com.au,,Entertainment,2-10 employees,"Belmont, Victoria",Privately Held,2015,"9 Queen Street, Belmont, Victoria 3216, AU", , , 
Hit Parade band,http://www.hitparade.com.au,,Entertainment,2-10 employees,"Chisholm, ACT",Sole Proprietorship,1997,"PO Box 5130, Chisholm, ACT 2905, AU",-35.432367,149.10993,"Entertainment, Corporate, Weddings, Live Music, and Event Management"
New Sky Talent,http://www.newskytalent.com,,Entertainment,0-1 employees,"Dungay, NSW",Sole Proprietorship,2017,"260 Campbells Road, Dungay, NSW 2484, AU", , ,"Talent Booking, Musicians, Inspirational Speakers, Keynote Speakers, MC's, Talent Management, Marketing Consulting, Band Promotion, Talent Promotion, and Entertainment"
"Portable Cinemas - ""Fun & Excitement Begins Here""",http://www.portablecinemas.com.au,,Entertainment,2-10 employees,"Gold Coast, QLD",Partnership,2016,"2301/2214 Gold Coast Highway, Mermaid Waters, Gold Coast, QLD 4218, AU", , , 
Davidson Brothers,http://www.davidsonbrothersband.com/,,Entertainment,2-10 employees,"Bendigo, Victoria",Partnership,1998, ,-33.74297,151.2008,"Creative Director, Music, Entertainment, Coaching, and Mentoring"
vArcade,http://varcade.com.au/,,Entertainment,2-10 employees,"Melbourne, victoria",Partnership,2015,"305 Brunswick street, Melbourne, victoria 3065, AU",-37.825071,144.978682,"Virtual Reality, Entertainment, computers, design, Experiences, immersion, virtual worlds, games, video games, curation, people, technology, marketing, SEO, and Future Tech"
