Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
KLM Accountants,http://www.klmaccountants.com.au,,Accounting,11-50 employees,"Charlestown, NSW",Public Company,1975,"313 Charlestown Road, Charlestown, NSW 2290, AU",-32.960372,151.69424,"Self Managed Superannuation, Business Advisery, Audit and Assurance, Financial Planning, Personal Accounting and Taxation, and Business Accounting and Taxation"
Dean Newbery & Partners Chartered Accountants,http://www.deannewbery.com.au,,Accounting,11-50 employees,"North Adelaide, South Australia",Partnership,1955, ,-33.735563,150.859577,"Audit & Assurance Services, Corporate Secretarial, Taxation Compliance & Consultancy Services, and Financial Reporting & Transaction Advisory"
LWM Group Pty Ltd,http://lwm.com.au,,Accounting,11-50 employees,"GOSFORD, NSW",Privately Held,,"106 Erina St E, GOSFORD, NSW 2250, AU", , , 
TASC Consulting,http://www.tascs.com.au,,Accounting,2-10 employees,"Dandenong, Victoria",Privately Held,1989,"238 Thomas Street, Dandenong, Victoria 3175, AU",-37.986932,145.212884,"Taxation, Accounting, Superannuation, Financial Advice, and any other specific issue"
OHM Chartered Accountants,http://www.ohm.com.au,395000911,Accounting,11-50 employees,"Malvern, Victoria",Privately Held,1976,"77 Station St, Malvern, Victoria 3144, AU",-37.866685,145.030485,"Accountancy, Business Advisory, Tax Advisory, and Superannuation"
HLB Mann Judd Sydney Private & Family Business Group,https://www.hlb.com.au/industries/family-business/,,Accounting, ,,,,"Level 19, 207 Kent Street, Sydney, NSW 2000, AU",-33.863815,151.203521, 
Aspen Corporate Pty Ltd,http://www.aspencorp.com.au/,,Accounting,11-50 employees,"PERTH, WA",Privately Held,1990,"Level 2, 102 Beaufort Street, PERTH, WA 6000, AU",-31.949163,115.863314,"Accounting / Bookkeeping, Financial Planning, Management Consulting, Strategic Planning, Business Advisors, Taxation, Superannuation, Budgeting, Cash Flow Forecasting, Mergers & Acquisitions, Company Secretary, Estate Planning, Valuations, Succession Planning, and Trusts"
Shuriken Consulting,http://www.shuriken.com,,Accounting,11-50 employees,"Sydney, NSW",Privately Held,2008,"Level 11, 10 Bridge St, Sydney, NSW 2000, AU", , ,"Fx & CFD, Company Start-up, Business Management, and Business Coaching"
DigitPro Bookkeeping & Consulting,http://www.digitpro.com.au/,,Accounting,2-10 employees,"Chadstone, VIC",Privately Held,2013,"Chadstone Tower 1, Level 8, 1341 Dandenong Road, Chadstone, VIC 3148, AU",-37.882477,145.100112,"Cash Flow, Accounting Systems, Xero, MYOB, Budgeting, Management Consulting, Bookkeeping, Systems Integrations, and Training"
Core Business Solutions ,http://www.cbsadvisory.com.au,427743331,Accounting,2-10 employees,"North Ipswich, Queensland",Sole Proprietorship,2009,"North Ipswich, Queensland 4305, AU",-27.619284,152.755943,"Cash flow management, Strategic Planning, Gain absolute clarity about your business, and Offering eco-friendly processes"
Zerobooks.com,http://www.zerobooks.com,,Accounting,11-50 employees,"Birtinya, QLD",Privately Held,2013,"Innovation Parkway, Birtinya, QLD 4575, AU",-26.741899,153.119969,"Online Bookkeeping, Cloud Accounting, Xero, data Entry, Bank Reconciliation, Debtor Management, and Management Reporting"
Success Tax Professionals Nundah,https://accountantsbrisbanenorth.com.au/,0458 774 523,Accounting,2-10 employees,"Nundah, QLD",Privately Held,2015,"Shop 2 1180 SANDGATE RD, Nundah, QLD  4012, AU",-27.402683,153.060107,"Accounting, Bookkeeping, Business Advice, Advisory Specialist, GST, Payroll, Management Accounts, and JobKeeper 2"
Carrick Aland,http://www.carrickaland.com.au,746699800,Accounting,11-50 employees,"Dalby, Qld",Privately Held,1953, ,-41.532119,147.012129,"Small & Medium Business Specialists, Audit, Wealth Planning, Taxation & Accounting, Succession Planning, Farming Businesses, Risk Management, Structuring, Business Planning, Business Management, and Business Systems"
Precise Financial Services Pty Limited,http://www.precisefinancial.com.au/,02 9635 1499,Accounting,11-50 employees,"Parramatta, New South Wales",Privately Held,1993,"27 Hunter St, Suite 17, Level 2, Parramatta, New South Wales 2150, AU",-33.815437,150.999202,"Accounting, Tax, Self Managed Super Funds Audits, Business Valuations, Book Keeping, Restructuring Consultants, Small Business Audit, and Estate Planning"
RA Business Advisors,https://www.raaccountants.com.au/,,Accounting,2-10 employees,"Red Hill, Queensland",Public Company,2008,"50 Musgrave Rd, Red Hill, Queensland 4059, AU",-27.456645,153.009372,"Xero, Cloud Accounting, Business Advisory, SMSF Accounting, and Taxation Consulting & Compliance"
Gold Group Consulting,http://www.gold-group.com.au,07 55322855,Accounting,11-50 employees,"Gold Coast, Queensland",Privately Held,1969,"56 Davenport St, Southport, Gold Coast, Queensland  AU",-27.97238,153.404351,"Business Services, Taxation, Audit, Superannuation, Financial Planning, Wealth Management, Finance, Business Advisory, SMSF, and Xero Gold Partners"
INP Group,http://www.inpgroup.com.au,1300168368,Accounting,11-50 employees,"melbourne, VIC",Privately Held,, ,-35.232913,149.081004,"tax, audit, consultancy, start up, Corporate Secretary, Merge & Acquisition, IPO, Listed Company, Large Private Company, Small and Medium Business, Trust Account, and SMSF"
Evolution Cloud Accounting Pty Ltd,http://www.evolutionclouds.com.au,1300 585 835,Accounting,2-10 employees,"Bondi Junction, NSW",Privately Held,2016, , , ,"Cloud Integrations, Xero, MYOB, Bookkeeping, and Training"
weaccount,http://www.weaccount.com.au,,Accounting,2-10 employees,"Sydney, NSW",Privately Held,,"Sydney, NSW 2000, AU",-33.901541,151.198098,"Accounting, Taxation, Consulting, IFRS, AASB, Financial Statements, Income Tax, GST/BAS, PAYG, Business Services, ASIC Agent, Tax Agent, Internal Controls, Accounting Policy, FBT, Business Funding, and Start-up"
DW Advisory,http://www.dwadvisory.com.au,,Accounting,11-50 employees,"Sydney, NSW",Public Company,,"Level 2, 32 Martin Place, Sydney, NSW 2000, AU",-33.867345,151.209331, 
ReGroupSolutions,http://www.regroupsolutions.com.au,,Accounting,2-10 employees,"Southport Central Tower 3, Queensland",Privately Held,2017,"9 Lawson Street, 31005, Level 10, Southport Central Tower 3, Queensland 4215, AU", , , 
WA Young Professionals Committee - CPA Australia, ,,Accounting,2-10 employees,"Perth, Western Australia",Nonprofit,,"Mounts Bay Rd, Perth, Western Australia 6000, AU",-31.960773,115.834088,"Business, Accounting, and Finance"
I&A Accountants,http://www.oceaniaanz.com.au,,Accounting,51-200 employees,"Drewvale, Queensland",Privately Held,2017,"Buckley Dr, Drewvale, Queensland 4116, AU",-27.639111,153.065922,"Bookkeeping, Management Accounting, Payroll Services, BAS Lodgement, Budgets and Forecasts, Management Reporting, Decision Making Support, Accounting Software Solutions, Business Valuations, and Feasibility Study"
CFO 2.0,http://www.cfotwo.com,,Accounting,0-1 employees,,Privately Held,,"Brisbane,   AU",-27.469309,153.026164, 
BPS Recovery,http://www.bpsrecovery.com.au,02 8223 2500,Accounting,11-50 employees,"Sydney, NSW",Privately Held,2009,"Level 18, 201 Kent Street, Sydney, NSW 2000, AU",-33.863815,151.203521, 
Pitch Labs,https://pitchlabs.co,,Accounting,11-50 employees,"Adelaide, SA",Privately Held,2020,"100 Hutt Street, Level 1, Adelaide, SA 5000, AU",-34.928964,138.612619,"bookkeeping, compliance, reporting, planning, growth, taxation, strategy, finance, analytics, technology, innovation, advisory, accounting, xero, fathom, futrli, causal, modelling, dashboards, and business intelligence"
Kahnsulting,http://www.kahnsulting.com.au,,Accounting,2-10 employees,"East Victoria Park, Western Australia",Privately Held,2009,"902 Albany Hwy, 1, East Victoria Park, Western Australia 6101, AU",-31.988534,115.903655,"Strategy & Roadmaps, Cloud Accounting, Xero Setup and Implementation, Bookkeeping, Accounting, Internal Controls, Tax Planning & Compliance, Financial Statements, Business Development, Process Improvement, Risk Management, Internal Audit, finance, and construction finance"
TNM Consulting,http://www.tnmconsulting.com.au,03 9484 8111,Accounting,11-50 employees,"Preston, Victoria",Privately Held,2000,"556 High St, Level 1, Preston, Victoria 3072, AU", , ,"Financial Planning, Business Consulting, Tax Planning, Financial Management, Financial Reporting, Succession Planning, Asset Protection, Business Structuring, Wealth Management, Property Consulting, Estate Planning Advise, Mergers & Acquisitions, Government Grants, Business Startups, SMSFs, Business Strategy, Process Improvement, Business Technology Advisory, Retirement Planning, and Debt Management"
Cameron Patterson & Co - Chartered Accountants,http://www.cameronp.com,+61 7 32295600,Accounting,11-50 employees,"Brisbane, Queensland",Privately Held,1996,"Level 35, 345 Queen Street, Brisbane, Queensland 4000, AU",-27.466989,153.029188,"Business Value Management, Financial Governance Advisory, Tax Consulting - Business, Investment & Personal, Business Accounting Services, and Cloud Accounting"
Northern Business Consultants,http://www.nbc.com.au,,Accounting,11-50 employees,"Aspley, Queensland",Privately Held,1976,"Unit 2, Central 1, First Floor, 605 Zillmere Road, Aspley, Queensland 4034, AU", , ,"Business Consulting & Advice, Self-Managed Superannuation, Business Strategy & Planning, Tax & Compliance, and Cloud-Based Business Systems"
UHY Haines Norton Gladstone CQ,http://www.uhyhncq.com.au,,Accounting,11-50 employees,"Gladstone, Queensland",Privately Held,1988,"Level 1, 100 Goondoon Street, Gladstone, Queensland 4680, AU",-23.841229,151.253107,"Accounting, Business Planning & Management Advice, Tax Advice, Planning & Preparation, Accounting Software & Training, Financial Planning, Business Coaching, Self Managed Superannuation Funds, Superannuation, and Xero"
Element Business & Accounting Solutions Pty Ltd,http://www.elementbusiness.com,,Accounting,2-10 employees,"Southport, QLD",Privately Held,2015,"Seabank Building, 12-14 Marine Parade, Southport, QLD 4215, AU", , ,"Tax Consulting, Compliance, Self Managed Superannuation, and Advisory Services"
Sastra Pty Limited,http://www.sastra.com.au,1300 727 872,Accounting,2-10 employees,"Homebush West, New South Wales",Privately Held,2009,"C1, Richmond Road, Homebush West, New South Wales 2140, AU",-33.864799,151.06481,"Accounting, Bookkeeping, Xero, MYOB, Not-for-Profit, Small Business, BAS, GST, Training, Consulting, Payroll, Business Start Up, and Human Resource Consulting"
Devonshire Accountants,https://devonshireaccountants.com.au,+61 406 270 902,Accounting,2-10 employees,"Browns Plains, QLD",Privately Held,2009,"20 Commerce Dr, Browns Plains, QLD 4118, AU",-27.663738,153.045977, 
Rowe Partners Accountants & Business Advisors,http://rowepartners.com.au,1800 04 7693,Accounting,11-50 employees,"Port Augusta, SA",Partnership,1989, ,-33.813877,151.105442,"Business Accounting & Taxation, Client Business Support Services,  Financial Services, Self Managed Super Funds, Xero Cloud Accounting Software, Business Advice & Performance Improvement, Wealth Management & Advice, Agribusiness Accounting, Tax, Receiptbank, Tax Planning, Financial Planning, SMSF, Retirement, and Succession Planning"
Green & Sternfeld ,http://www.gsca.com.au,+61 3 9527 5041,Accounting,11-50 employees,"Malvern, Victoria",Privately Held,1952,"1133-1145 Malvern Rd, Level 1, Malvern, Victoria 3144, AU",-37.851528,145.030503,"Audit & Assurance, Business Advisory, Business Migration, Corporate Advisory, Corporate Affairs, Family Office, Superannuation, Tax Consulting & Compliance, and Tax Grants & Business Incentives"
Hillyer Riches Pty Ltd,http://www.hillyerriches.com.au,,Accounting,2-10 employees,,Privately Held,,AU, , , 
Ainsworth Advisory,http://ainsworthadvisory.com.au/,,Accounting,2-10 employees,"Sydney, New South Wales",Privately Held,2018,"119 Buckland St, Sydney, New South Wales  AU",-33.868633,151.209421,"Management Reporting, Taxation Compliance, Virtual CFO, Accounting, and Business Advice and Planning"
Austax Business,https://www.austaxtsv.com.au/,,Accounting,11-50 employees,"Hermit Park, Queensland",Privately Held,, ,-33.86482,151.20773, 
Arabon,https://www.arabon.com.au,07 3278 3477,Accounting,11-50 employees,"Sherwood, Qld",Privately Held,1986,"655 Sherwood Road, Sherwood, Qld 4075, AU",-27.531986,152.982032,"Advice, Taxation, Audit, Financial Planning, SMSF Administration, Business Administration, Accounting, Business Accounting, and Small Business Accounting"
BKR Walker Wayland, ,,Accounting,51-200 employees,,Partnership,,AU, , , 
TGS Partners Pty Ltd,http://www.tgspartners.com.au,,Accounting,11-50 employees,"Camberwell, Victoria",Privately Held,2003,"6 Railway Pde, Camberwell, Victoria 3124, AU",-37.827281,145.05823,"Taxation services, Accounting services, Corporate Secretarial services, and Superannuation services"
Austax,https://www.austaxtsv.com.au/,+61 747252384,Accounting,11-50 employees,"Hermit Park, Queensland",Privately Held,, , , ,"Taxation, Business Compliance, Salary Sacrifcing, and Building Industry BSAs"
AscendPoint,https://ascendpoint.com.au/,390216876,Accounting,11-50 employees,"Hawthorn, Victoria",Privately Held,,"551 Burwood Rd, Hawthorn, Victoria 3122, AU",-37.823297,145.04249,"Taxation, Franchising, Outsourcing Solutions, Business Advisory, and Real estate agencies"
Hooper Accountants,http://hooperaccountants.com.au,(07) 4637 9363,Accounting,11-50 employees,"Toowoomba, Queensland",Partnership,2000, ,-27.630706,152.393856,"Accounting, Taxation, Bookkeeping, Business Structures, Valuataion & Audit, Estate Planning, Self-Managed Superannuation, and Management & Consulting"
The Razor Group,https://www.razor-group.com.au/,1300072967,Accounting,11-50 employees,"Booragoon, Western Australia",Privately Held,2009,"Suite 11 The Gateway Business Complex, 173 Davy Street, Booragoon, Western Australia 6154, AU",-32.038987,115.82613,"Bookkeeping, Payroll, Business Management, Training, HR Management, Workforce Management, Accounting, Bookkeeping, Budget Preparation & Management, Retail Systems & Solutions, Business Intelligence & Data Management, and IT Services"
Ultra Capital,http://www.ultra.com.au,1300 777 070,Accounting,2-10 employees,"Ultimo, NSW",Privately Held,2015, , , ,"Hedge Fund Management, Property Advice, Financial Planning, Mutual Fund, Home Loans, Consumer Loans, Business Loans, Accounting, Equities, SMSF, Corporate Advisory, CFO, Investing, and Cryptocurrency"
Untangled Octopus,http://www.uocto.com,61430618777,Accounting,2-10 employees,"Sydney, New South Wales",Privately Held,2012,"Sydney, New South Wales 2000, AU",-33.868125,151.207973,"Strategic Growth, Production Accounting, Book keeping, Business planning, Producer Offsets, PDV, EMDG, and PAYROLL"
LG Accounting Solutions,http://www.lgas.com.au/,,Accounting,11-50 employees,"Perth, WA",Partnership,1999,"24 Muriel Avenue Innaloo , Perth, WA 6012, AU",-31.897714,115.792534,"Business Advisory, Succession Planning, Wealth Creation, tax advice, accounting, Business Advice, Small Business, Medium Business, Cash Flow, Debtors Control , Business , Solving Problems, Sytems Design, Business Processes , Human Recources , Wills , Exit Planning, Business Structure , Corporate Structures , Business Administration , and Legal Structures"
Morse Group,http://www.morsegroup.com.au,,Accounting,11-50 employees,"Bathurst, NSW",Partnership,1934, , , ,"Accounting & Tax, Specialist Taxation Advice, SMSF Admin & Advice, Specialist Forensic Services, Cloud Accounting, Management Accounting, Business Development, Financial Services, Wealth Management, Information Technology, Human Resources, and Digital Marketing"
Walshe Clancy O'Neill Group,http://www.walsheclancyoneill.com.au,449018402,Accounting,2-10 employees,"Morley, WA",Privately Held, ,"Suite 6, 15-21 Collier Road, Morley, WA 6062, AU", , ,"Accounts & Tax returns – Sole Trader, Trust, Partnership, Company, Individual tax return for Australia & Ireland, Tax planning, New business acquisition & setup, Existing & new business restructuring, Business advice, Management accounting services, Corporate secretarial & ASIC compliance services, Liasing with the Australian Taxation Office with your tax related issues, Bookkeeping services & advice including bookkeeping software assistance – able to work with all software (XERO, MYOB, QuickBooks, Reckon), GST & Business Activity Statements (BAS), Capital Gains Tax (CGT), Fringe Benefits Tax return (FBT), and Superannuation"
JD Scott & Co Chartered Accountant,https://www.jdscott.co,+61 404 530 563,Accounting,2-10 employees,"Sydney, NSW",Privately Held,2019,"Sydney, NSW 2000, AU",-33.901541,151.198098,"accounting, Tax, business modelling, CFO advisory, financial reporting, and consulting"
Charter Partners Accountants & Business Advisors,http://www.charterpartners.com.au,,Accounting,51-200 employees,"Gympie, QLD",Partnership,1932, ,-34.223853,150.592736,"Accounting & Taxation, Succession & Estate Planning, Audit Services, Self Managed Superannuation Funds (SMSF), and Bookkeeping Services"
SB Partners Pty Ltd,http://sbpartners.com.au,755260099,Accounting,11-50 employees,"Gold Coast, QLD",Privately Held,,"Suite 3 / 56 Santa Cruz Boulevard, Clear Island Waters, Gold Coast, QLD 4226, AU",-28.039457,153.40118,"Taxation, GST, and Business Advisor"
"Hunt & Company - Accountants, Tax Advisors & Auditors",https://huntandcompany.com.au,+61 2 9231 3150,Accounting,2-10 employees,"Sydney, New South Wales",Privately Held,,"74 Castlereagh St, Suite 1, Level 10, Sydney, New South Wales 2000, AU", , , 
Nitschke Nancarrow Accountants,http://www.nitschkenancarrow.com.au/,,Accounting,2-10 employees,"Myrtle Bank, South Australia",Sole Proprietorship,2007,"342 Glen Osmond Rd, Myrtle Bank, South Australia 5064, AU",-34.958827,138.639835,"Tax and Financial Statements, Financial Planning, Bookkeeping, and Superannuation"
DBW Group,http://www.dbwgroup.com.au,,Accounting,11-50 employees,"Sydney, NSW",Privately Held,2013,"1 Pacific Hwy, Sydney, NSW 2060, AU",-33.868633,151.209421,"Business Advisory, Taxation, Financial Planning, Audit, Wealth Creation, and Business Processing Operations"
Digit Business,https://digit.business,1300 344 480,Accounting,11-50 employees,"Osborne Park, Western Australia",Privately Held,2013,"355 Scarborough Beach Rd, Level 2, Brightwater House, Osborne Park, Western Australia 6017, AU", , ,"Bookkeeping, Cashflow Management, BAS/IAS/GST, Payroll, Xero, and Online Accounting"
Luka Group Chartered Accountants & Financial Advisers,http://www.lukagroup.com.au,,Accounting,11-50 employees,"Dubbo, NSW",Partnership,,"2 River Street, Dubbo, NSW 2830, AU", , ,"Accounting/Business & Taxation Advice, Audit & Assurance, Financial Planning, Investments, Self Managed Super Funds, and Income Protection & Life Insurance"
MC Tax Advisors,http://www.mctaxadvisors.com.au,,Accounting,2-10 employees,"Malvern , Victoria",Partnership,2018,"PO Box 147, Malvern , Victoria 3144, AU",-37.858625,145.028586,"Taxation of Trusts, Division 7A Reviews, Structuring and Asset Protection, Mergers and Acquisitions, Dealings with the ATO, Company Taxation, Tax Health Checks, General Income Tax Advice, and Presentations"
MicroChilli Bookkeeping & Advisory,http://www.microchilli.com.au,413716623,Accounting,0-1 employees,"Malvern East, Victoria",Privately Held,2020,"Chadstone Rd, Malvern East, Victoria 3145, AU",-37.874914,145.05727,"Accounting, Bookkeeping, Payroll, Bank Reconcilations, BAS, Software Training, Cash Flow forecasts, Budgets, Financial Modelling, Management Reports, KPI's, and Analaysis"
Geyer Accountants,http://www.geyeraccountants.com.au,397250300,Accounting,11-50 employees,"Croydon South, VIC",Privately Held,2008,"Shop 4B, 476-478 Dorset Road, Croydon South, VIC 3153, AU",-37.815137,145.273625,"Accounting, Taxation, Small Business, Self Managed Super, Business Advice, and Medium Business"
The Horizon Group of Companies,http://www.thehorizongroup.com.au/,(08) 9344 7799,Accounting,11-50 employees,"Stirling, Western Australia",Privately Held,1972,"35 Cedric St, Level 1, Stirling, Western Australia 6021, AU",-31.88846,115.80941,"Accounting, Audit, Bookkeeping, Financial Planning, Business Insurance, and Advice"
Eagle Financial Business Accountants,http://www.eaglefinancial.com.au,(02) 9949 6719,Accounting,11-50 employees,"BALGOWLAH, NSW",Privately Held,2008, ,-34.03747,150.8136,"Xero consulting, setup & conversions, Business and tax planning, Income Tax Returns for Individuals, Companies, Trusts, Partnerships and SMSF's, Implementation of tax effective structures for asset protection and tax minimisation, and Small Business Accounting and Tax"
Overells,http://www.overells.com.au,,Accounting,11-50 employees,"Indooroopilly, QLD",Privately Held,1984,"Level 1, 17 Station Road, Indooroopilly, QLD 4068, AU", , ,"Tax, Business Services, Accounting, Small Business, Self-Managed Superannuation, and Business Advsiory"
Super Know How Pty Ltd,https://www.superknowhow.com.au,282105139,Accounting,2-10 employees,"Sydney, NSW",Privately Held,2010,"Remotely working, Sydney, NSW  AU",-32.799791,151.827199,"Self Managed Super Funds, Class Super, SMSF Audits, and SMSF Admin"
The Bookkeeping Department (AU),http://www.bookkeepingdepartment.com.au,,Accounting,2-10 employees,"Crows Nest, NSW",Privately Held,2000,"Suite 3, 31 Hume Street, Crows Nest, NSW 2065, AU",-33.825505,151.200223,"Bookkeeping, Payroll, Accounts receivable and payable, and Reconciliation"
360 Partners,http://www.360partners.com.au,,Accounting,2-10 employees,,Privately Held,2008,"3144, AU",-37.855091,145.035192,"Accounting, Taxation, and Business Consulting and Capital Advisory Services"
RELIANCE AUDITING SERVICES,https://www.relianceauditing.com.au,1300 291 060,Accounting,2-10 employees,"West Perth, WA",Privately Held,2009,"Level 3, 72 Kings Park Road, West Perth, WA 6005, AU",-31.950474,115.834568,"Auditing services, SMSF auditing, Assurance services, AFS licence auditing, Company auditing, Agreed-upon procedure engagements, Review engagements, Not-for-profit organisations auditing, and Grant acquittals auditing"
Waterhouse Chartered Accountants,http://www.waterhouseca.com.au,,Accounting,11-50 employees,"Mona Vale, NSW",Privately Held,2013,"Suite 12, Level 3, Gateway Building, 1 Mona Vale Road, Mona Vale, NSW 2103, AU",-33,146, 
Alltax Consulting Group,http://www.alltax.com.au,,Accounting,11-50 employees,"Sydney, NSW",Privately Held,,"6/285 Clarence Street, Sydney, NSW 2000, AU", , ,"Accounting, Tax Back, Super Refund, Money Transfer, Business Set Up, Business Planning, and Bookkeeping"
Leebridge Group,http://www.leebridgegroup.com.au,,Accounting,11-50 employees,"Kew, Victoria",Privately Held,1965,"35 Cotham Rd, Kew, Victoria 3101, AU", , ,"Tax, Superannuation Services, Business Advisory, Accounting, and Financial Planning"
Supplementary,https://www.facebook.com/suppaccounting/,,Accounting,2-10 employees,"Ascot Vale, Victoria",Sole Proprietorship,2015,"89 Union Rd, Ascot Vale, Victoria 3032, AU", , ,"Management Accounting, MYOB, Xero, Saasu, Sage One, and Taxation"
Mead Partners | Business Advisors & Chartered Accountants,http://meadpartners.com.au,395232277,Accounting,2-10 employees,"St Kilda, Victoria",Partnership,1997,"Level 1, Suite 103, 181 St Kilda Road, St Kilda, Victoria 3182, AU",-37.861048,144.984054,"Business Advisory, Company and Personal Taxation, Succession & Estate Planning, Self Managed Superannuation Funds, and Strategic Planning and Business Health Checks"
BFS Partners - Chartered Accountants,http://www.bfspartners.com.au,,Accounting,51-200 employees,"KOGARAH, NSW",Public Company,2010,"Suite 12 3A Railway Parade, KOGARAH, NSW 2217, AU", , , 
Kinsella Chartered Accountants,http://www.kinsella.com.au,,Accounting,11-50 employees,"Kingston, ACT",Partnership,1998,"47 Wentworth Avenue, Kingston, ACT 2604, AU", , ,"Tax Compliance and Consulting, Financial and Business Management, GST and BAS Services, Financial Reporting, CFO Services, Outsource Finance Function, Bookkeeping, and Superannuation"
4Front® Accountants,http://www.4front.net.au,,Accounting,11-50 employees,"Brisbane, Queensland",Privately Held,1996,"11 Montague Street, Brisbane, Queensland 4120, AU",-27.469309,153.026164, 
Empire Accountants,http://www.empireaccountants.com.au,,Accounting,2-10 employees,"Murarrie, Queensland",Privately Held,2015,"1/16 Metroplex Ave, Murarrie, Queensland 4172, AU",-27.454908,153.099821,"Accounting, Business Services, Self Managed Super Funds, Bookkeeping, Compliance, and SME Business"
Business & Taxation Concepts,http://www.btconcepts.com.au,,Accounting,11-50 employees,"Liverpool, NSW",Privately Held,1966,"1st Floor, 147 Northumberland Street, Liverpool, NSW 2170, AU",-33.921082,150.922413,"Business Services, Tax Planning, Tax Compliance Service, Planning for the Furture and Wealth Creation, Auditing Services, and Accounting and Business Software Advice"
Wright Evans Partners,http://wepartners.com.au,(08) 8208 4777,Accounting,11-50 employees,"Wayville, South Australia",Privately Held,2008,"23 Greenhill Rd, Suite 3, Wayville, South Australia 5034, AU",-34.942524,138.587202,"Accounting, Financial Planning, and Mortgage Broking"
Presidio Partners Pty Ltd,http://presidiopartners.com.au,,Accounting,11-50 employees,,Privately Held,1984,"222 Pitt Street, Sydney,  2000, AU",-33.871592,151.208786,"Business Consulting and Evaluation, Taxation Compliance and Planning, Superannuation, Personal Wealth and Tax Strategies, Corporate Secretarial, Periodic Accounting Services, Buying and Selling Businesses, Goods and Services Tax, Business Valuations, and Audit"
City Tax Accountants,http://www.citytaxaccountants.com.au,,Accounting,2-10 employees,"Sydney, NSW",Privately Held,2011,"Level 13, 135 King Street, Sydney, NSW 20000, AU", , ,"Tax Return Sydney, Accounting Services, Bookkeeping Services Sydney, Financial Planning, Accountants Sydney, Forensic Accounting, Business Start Up Sydney, FREE Tax Consultations, and Tax Accountant Sydney"
Mitchell Wilson,http://www.mitchellwilson.com.au,,Accounting,11-50 employees,"Malvern, Victoria",Privately Held,,"Level 1, 261-271 Wattletree Rd, Malvern, Victoria 3144, AU",-37.863695,145.03975,"Tax Consulting, Business Strategy, Compliance, Financial Planning, Superannuation, Xero Cloud Accounting, Self Managed Super Funds (SMSF), and Management Accounting"
CBTAX,http://www.cbtax.com.au,,Accounting,2-10 employees,"Sydney, Nsw",Privately Held,, , , ,"Business Accounting and Taxation, Business Advisory, Business Solutions, and Self Managed Super Funds"
Infinium Advisory,http://www.infinium.com.au,,Accounting,2-10 employees,"DEAKIN WEST, ACT",Privately Held,2017,"Unit 6, 3-5 Phipps Close, DEAKIN WEST, ACT 2600, AU", , ,"Accounting, Taxation, Superannuation, Business Valuation, Consultancy, and Business Advisory"
Adamsons Group,http://www.adamsonsgroup.com.au,,Accounting,2-10 employees,"NORTH GEELONG, VIC",Sole Proprietorship,2008,"20 Holmes Street, NORTH GEELONG, VIC 3215, AU", , ,"Accounting, Bookkeeping, Financial Advice, Business Advise, Tax Preparation, and Business Preparation"
ANID COUNTS Pty Ltd,http://www.anidcounts.com,,Accounting,2-10 employees,"Dandenong, VIC",Privately Held,,"Level 1/2A Lonsdale St, Dandenong, VIC 3175, AU",-38.00032,145.226977,"Taxation, SMSF, Auditing, Business Coaching, Asset Protection, and Bookkeeping"
Finncorp Chartered Accountants,http://finncorp.com.au,,Accounting, ,"Taren Point, New South Wales",,, ,-36.729825,146.960929, 
Finkelstein Hickmott,http://finkelsteinhickmott.com.au,(08) 9321 3369,Accounting,11-50 employees,"West Perth, Western Australia",Privately Held,1988,"140 Colin Street, West Perth, Western Australia 6005, AU",-31.94561,115.84364,"taxation, accounting, business advisory, self managed super funds, tax consulting, estate planning, property development, auditing, compliance, and capital gains tax"
Vince & Associates,http://www.vinceassociates.com.au,,Accounting,11-50 employees,"Dandenong, Victoria",Partnership,2005,"51 Robinson St, Dandenong, Victoria 3175, AU",-37.985156,145.211139, 
Agrimaster - Agribusiness Accounting Software,http://www.agrimaster.com.au/,,Accounting,11-50 employees,"Subiaco, Western Australia",Public Company,,"420 Bagot Rd, Subiaco, Western Australia 6008, AU",-31.950092,115.81686,"Agricultural Accounting, Farming Finances, Financial Services, and Agricultural Support"
B&M Efficiency Accounting Pty Ltd, ,,Accounting,2-10 employees,"KEW, VIC",Privately Held,,"Suite 315, Level 3, 89 High Street, KEW, VIC 3101, AU",-37.807886,145.027975,"Business Planning & Formationi, Taxation Services, Bookkeeping, and Financial Planning"
Sydney Accounting Taxation & Finance Professionals,http://www.sydneyaccpro.com,,Accounting,2-10 employees,"Sydney, NSW",Privately Held,2000,"437 Forest Road, Bexley, Sydney, NSW 2207, AU",-33.948991,151.126881,"Taxation Accounting & Bookeeping, Mortgage and Loans, Insurance, and Business Management"
The Money Lifeline,http://www.themoneylifeline.com.au,424402484,Accounting,2-10 employees,"Sydney, NSW",Privately Held,2016,"Level 24, Three International Towers Sydney, 300 Barangaroo Avenue, Sydney, NSW 2000, AU",-33.868125,151.207973,"Governments grants, Small business, Jobs Action Plan, and Small Business Grant"
Alpha Advisory ,http://www.alphaadvisory.com.au,08 8344 6871,Accounting,2-10 employees,"Enfield, South Australia",Privately Held,2020,"273 Main North Rd, Enfield, South Australia 5085, AU",-33.90199,151.091842, 
LNP Audit and Assurance,http://www.lnpaudit.com.au,,Accounting,11-50 employees,"Sydney, NSW",Privately Held,2010,"L14, 309 Kent Street, Sydney, NSW 2000, AU", , ,"Audit, Assurnce, Financial Services, AFSL, and Not for Profit"
