Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
GoldenRose Australia,https://www.grcosmetics.com.au/,,Cosmetics,2-10 employees,"Syndey, NSW",Privately Held,,"Syndey, NSW 2000, AU",-33,146, 
Pink Lust Cosmetics,https://pinklust.com.au/,,Cosmetics,2-10 employees,"Adelaide, South Australia",Privately Held,2017,"Marion Rd, Adelaide, South Australia  AU",-34.929075,138.602578, 
Lasting Definition,http://www.lastingdefinition.com.au,,Cosmetics,0-1 employees,"Sydney , NSW",Partnership,2014,"Sydney , Sydney , NSW 2000, AU",-33.873767,151.207139,"Cosmetic tattooing , Microblading, Eyebrow specialist, Brow shaping , Feathering, Ombre brows, Lip tattooing, and Eyeliner"
Vitality Laser and Skin,http://www.vitalitylaserskin.com.au,03 5250 1319,Cosmetics,2-10 employees,"Leopold, Victoria",Sole Proprietorship,,"Gateway Plaza, Bellarine Highway, Shop G057, Leopold, Victoria 3224, AU",-38.190233,144.46772,"Medical Skin Treatments, Spa Therapies, Dermal Clinicians, Laser Genesis, Laser Hair Reducation, Diagnostic Skin Analysis, Anti-wrinkle Treatments, Skin Needling, Microdermabrasion, Clinical Skin Peels, Beauty Treatments, Dermafrac, Skincare, Waxing, Teeth Whitening, Spray Tanning, Eyelash Extensions, Massage Therapies, and Manicures & Pedicures"
Lewd Lime,http://www.lewdlime.com,,Cosmetics,2-10 employees,,Partnership,2014,"Adelaide,   AU",-34.929075,138.602578,"Beard Oil, Sexiness, Mens Grooming, and Humour"
The Beautech Store ,http://www.thebeautechstore.com,,Cosmetics,2-10 employees,,Privately Held,2019, ,-27.485659,153.002071, 
My Lilli Pilli,http://www.mylillipilli.com.au,,Cosmetics,0-1 employees,"Fullarton, South Australia",Privately Held,,"286 Glen Osmond Rd, Fullarton, South Australia 5063, AU",-34.954208,138.635919, 
Three Little Words (tlw.),https://threelittlewords.com,61420541733,Cosmetics,2-10 employees,"Melbourne, Victoria",Privately Held,2018,"Melbourne, Victoria 3141, AU",-37.825071,144.978682, 
Mobile Hairdressers Australia,http://www.mobilehairdressers.net.au,,Cosmetics,2-10 employees,"Melbourne, Victoria",Privately Held,2014,"228 A'Beckett Street, 619, Melbourne, Victoria 3000, AU",-37.825071,144.978682,"Hair, Makeup, Spray Tan , Marketing , and Customers"
Hairvolution,http://hairvolution.com.au,,Cosmetics, ,"Bondi Junction, New South Wales",,, , , , 
Native Secrets,https://nativesecrets.com.au/,,Cosmetics,2-10 employees,"Dubbo, New South Wales",Privately Held,,"Dubbo, New South Wales  AU",-32.250776,148.615532,"Indigenous, australian, natural, skincare, authentic, aboriginal, botanicals, sustainability, women, and native"
Bee Brazilian,http://beebrazilian.com.au,,Cosmetics, ,"Boronia, VIC",,, ,-17.016036,122.646981, 
Anthonys Hair and Beauty,http://anthonysforhairandbeauty.com.au,,Cosmetics, ,"Altona, Victoria",,, ,-37.863459,145.07891, 
CAMMERAY PHARMACY,http://cammeraypharmacy.com.au,,Cosmetics, ,"Cammeray, New South Wales",,, ,-33.823609,151.209857, 
Kats Eyes Make-Up,http://www.katseyes.com.au,,Cosmetics,0-1 employees,,Self-Employed,,AU, , , 
Feel Good Laser & Skin Clinic,http://www.feelgoodlaserskin.com.au,,Cosmetics,2-10 employees,"Richmond, VIC",Privately Held,2016,"424 Church Street, Richmond, VIC 3121, AU",-37.82499,144.997596,"Laser Hair Removal, Skin Solutions, Body Contouring & Cellulite Reduction, and Fat Reduction"
Poured Organics,http://www.etsy.com,,Cosmetics,0-1 employees,,Privately Held,2014, ,-37.796121,145.035371, 
Rhodes Laser Clinic,http://www.rhodeslaserclinic.com.au,,Cosmetics,2-10 employees,"Rhodes, NSW",Privately Held,,"Shop 3, 17/15 Blaxland Rd, Rhodes, NSW 2138, AU",-33.828283,151.087055,"beauty, laser clinic, skin, and health"
NAS Cosmetics,https://www.NASCosmetics.com.au,,Cosmetics,2-10 employees,"Gold Coast, Queensland",Public Company,2012,"Gold Coast, Queensland  AU",-28.017366,153.42725,"Makeup Workshops, Makeup for film & television, Natural makeup, Tattoo covering concealer, Multi-use products, Safe Makeup, Australian Made, Salon Makeup, Export, and Wholesale"
10&Co,http://www.10andco.com,,Cosmetics,2-10 employees,"Melbourne, Victoria",Privately Held,2016,"Melbourne, Victoria 3004, AU",-37.828971,144.978845, 
Christian Acuña Skincare,http://www.christianacuna.com,,Cosmetics,2-10 employees,"Sydney, New South Wales",Privately Held,2007,"Woollahra, Sydney, New South Wales 2025, AU",-33.868633,151.209421,"cosmetics , skincare , and face and body care"
Hair Health & Beauty Professional,http://hairhealthandbeautyprofessional.com.au,,Cosmetics, ,,,, ,-33.80837,151.01374, 
Davilia Mens Hairstylists,http://davilia.com.au,,Cosmetics, ,,,, , , , 
Sezi Beauté ,https://sezihealth.com.au/,451115087,Cosmetics,2-10 employees,"Parramatta, New South Wales",Privately Held,2019,"91 Phillip St, Parramatta, New South Wales 2150, AU",-33.81318,151.006274,"Skincare, Beauty, selfcare"
Happy Hours Skincare,https://happyhoursskin.com/,,Cosmetics,2-10 employees,"Sydney, NSW",Privately Held,,"Sydney, NSW  2230 , AU",-33.901541,151.198098, 
Will Fennell Beauty Group,http://willfennellbeautygroup.com,,Cosmetics,11-50 employees,"Sydney, New South Wales",Privately Held,2016,"Oxford Street, Sydney, New South Wales 2022, AU",-33.868633,151.209421,"Retail, Wholesale, Training, Online, Media, Beauty Services, and Customer Services"
fuishena skincare,https://fuishena.com.au/,,Cosmetics,2-10 employees,"Melbourne, VIC",Privately Held,2018,"Somers Street, Melbourne, VIC  AU",-37.825071,144.978682,"skincare, anti-aging, antioxidants, and bodycare"
Neutral Bay Laser & Dermatology Clinic,http://cosmeticlaser.com.au,,Cosmetics, ,"Neutral Bay, New South Wales",,, , , , 
Kylie's Professional,http://kylies.com.au,,Cosmetics, ,"Burleigh Heads, Queensland",,, ,-31.731721,152.797987, 
North Coast Medispa,http://www.northcoastmedispa.com.au,,Cosmetics,2-10 employees,"Ballina, NSW",Partnership,2015, ,-38.590538,145.593784,"Cosmetic Dermatology, Aesthetics, Skin Care, Skin Rejuvenation, Cosmetic Injectables, and IPL and Laser Treatments"
Charlie Cosmetics Pty Ltd,http://charliecosmetics.com.au/,,Cosmetics,0-1 employees,"Keysborough, Victoria",Privately Held,2018,"Lugarno Ct, Keysborough, Victoria 3173, AU",-38.005867,145.167886,"Cosmetic Nursing, Aesthetics, Cosmetics, Cosmetic, Cosmetic Injectables, Dermal Fillers, Anti-Wrinkle Injections, and Cosmetic Solutions"
Fedora Formulations,http://www.fedoraformulations.com/,,Cosmetics,2-10 employees,"Perth, Western Australia",Privately Held,2016,"Kingsley, Perth, Western Australia  AU",-31.809956,115.800245,"Cosmetic Formulations, Personal Care, Chemistry, and Product Fomulations"
Zero Studio,http://zerostudio.com.au,,Cosmetics, ,,,, ,-35.026779,117.884182, 
Simply Flawless,http://simplyflawless.com.au,,Cosmetics, ,,,, ,-37.817814,144.967239, 
Hospital Hill Pharmacy,http://hhpharmacy.com.au,,Cosmetics, ,"Wollongong, New South Wales",,, ,-34.425141,150.88587, 
Radiance Beauty Salon,http://radiancebeauty.com.au,,Cosmetics, ,,,, ,-34.840231,138.492471, 
Casa Di Bellezza,http://beauty-salon-chipping-norton.websyte.com.au,,Cosmetics, ,"Chipping Norton, New South Wales",,, ,-37.804156,144.94959, 
Naturally Organic Hair Salons,http://organichairsalons.com.au,,Cosmetics, ,,,, , , , 
Medical Cosmetic Centre,http://medicalcosmeticcentre.com.au,,Cosmetics, ,"North Adelaide, South Australia",,, ,-37.923354,145.074399, 
PLENTY PARKLANDS PRIMARY SCHOOL,http://www.plentyparklands-ps.vic.edu.au/,,Cosmetics,2-10 employees,"Mill Park, Victoria",,, ,-37.669334,145.076891, 
Exotique Lashes,http://www.exotiquelashes.com.au,61448881016,Cosmetics,2-10 employees,"Leongatha, Victoria",Privately Held,2008,"36e Bair St, Leongatha, Victoria 3953, AU",-38.47793,145.946105,"Eyelash Extensions, Eyelash Artist Training, Eyelash Extension Products, Eyelash Extension Trays, and Eyelash Extension Glues"
Avirida,http://www.avirida.com,,Cosmetics,2-10 employees,"Dorrigo, New South Wales",Partnership,,"33 Dome Rd, Dorrigo, New South Wales 2453, AU",-30.355694,152.721139, 
Precision Aesthetics Cosmetic Clinic,http://precisionaesthetics.co.nz/,,Cosmetics,2-10 employees,,Public Company,2018, , , , 
Allure Lash & Beauty Bar,https://www.allurelashes.com.au,,Cosmetics,2-10 employees,"Albury, New South Wales",Privately Held,2014,"23/11 Volt Ln, Albury, New South Wales 2640, AU",-36.082268,146.916744,"Lash & Beauty Specialists , Internationally Trained, and Certified Damage-Free"
YURRKU Australia,http://www.yurrku.com,,Cosmetics,2-10 employees,,Privately Held,2013,"Sydney,   AU",-33.868633,151.209421,Skincare
CHARLES + LEE PTY LTD,http://www.charlesandlee.com,,Cosmetics,2-10 employees,"Melbourne, Victoria",Privately Held,2015,"1 Queens Rd, Melbourne, Victoria  AU",-37.835809,144.973696,"Mens skincare, Mens health, and Mens grooming"
Janie Milner Anti-Aging skincare,https://janiemilner.myrandf.com/au/skin-solution-tool,,Cosmetics, ,,,,"Perth,   AU", , , 
My Beauty Shop,http://mybeautyshop.com.au,,Cosmetics, ,,,, ,-31.996846,115.864612, 
CocoDRY™ Setting Powder for Tans,https://cocodry.com.au/,,Cosmetics,2-10 employees,"Noosaville, Queensland",Privately Held,,"28 Eenie Creek Rd, Noosaville, Queensland  AU",-26.415663,153.049871, 
LEJOI,http://www.lejoi.com.au,,Cosmetics,2-10 employees,"Melbourne, VIC",Privately Held,2019,"Melbourne, VIC 3000, AU",-37.813046,144.962398,"nails, press on nails, and stick on nails"
Savvy ,http://www.savvyhair.com.au,07 40311040,Cosmetics,2-10 employees,"Parramatta Park, Queensland",Sole Proprietorship,2002,"1/105 Mulgrave Rd, Parramatta Park, Queensland 4870, AU",-16.925233,145.764881,"Ladies Styling, Mens Styling, Colour Specialists, Blonde Specialists, Keratin and Smoothing Treatments, Wedding and Formal Styling, Make-up Artists, Event Styling, Tanning Booth, Experienced Professionals, and Luxury boutique salon"
MDRejuvena Australia,http://bit.ly/2syDzcP,,Cosmetics, ,,,,"Keysborough Clos, Keysborough, Victoria 3173, AU",-38.005867,145.167886, 
NOE - Natural Organic Ethical,http://www.noe.net.au,,Cosmetics,0-1 employees,"Brisbane, QLD",Public Company,2020,"Brisbane, QLD  AU",-27.469309,153.026164,"Beauty Product, Personnal care, Australian made, and Australian Certified Organic"
VAIVA Australia,http://www.vaiva.com.au,,Cosmetics,11-50 employees,"Burwood, New South Wales",Privately Held,,"1-3 Elizabeth Street, Suite 1, Burwood, New South Wales 2134, AU",-33.878591,151.105682,"Beauty Care, Cosmetics, and Skincare"
Glowin Co,http://www.glowinco.com,,Cosmetics,2-10 employees,"Sydney, NSW",Partnership,,"Sydney, NSW 2000, AU",-33.901541,151.198098, 
PODI,http://podibeauty.com,+64 21 247 4627,Cosmetics,2-10 employees,"Brisbane, Queensland",Privately Held,2018, ,-37.927566,145.11301, 
Turramurra Natural Beauty,https://turramurranaturalbeauty.com.au/,,Cosmetics,2-10 employees,"Pymble, NSW",Self-Employed,,"1051-1055 Pacific Highway, Pymble, NSW 2073, AU",-33.742289,151.139812,"beauty, skincare, skinhealth, clinicalbeauty, and skinproducts"
The Beauty and Skincare Clinic, ,,Cosmetics, ,"Ryde, New South Wales",,, ,-33.828833,151.229817, 
Alison Jade, ,,Cosmetics, ,,,, ,-33.27679,151.40207, 
Cosmechix, ,,Cosmetics,2-10 employees,"Sydney, NSW",Self-Employed,,"Sydney, NSW 2029, AU",-33.901541,151.198098, 
Cozmetic Lab,https://cozmeticlab.com.au/,,Cosmetics,2-10 employees,"Sydney, NSW",Privately Held,2005,"15 Childs Circuit, Sydney, NSW 2085, AU",-33.868633,151.209421,"BEAUTY, MAKEUP, SKINCARE, MANUFACTURING, COSMETICS, and NATURAL SKINCARE"
Opulent Lenses,http://www.opulentlenses.com,,Cosmetics,2-10 employees,"Sydney , NSW",Sole Proprietorship,2016,"Sydney , NSW 2142, AU",-33.901541,151.198098, 
Le Lustre,http://lelustre.com.au,,Cosmetics,2-10 employees,"Gold Coast, Queensland",Privately Held,2013,"PO1115, 2/10 Cavil Avenue, Gold Coast, Queensland 4217, AU",-27.998557,153.40731,Colour Cosmetics
De Luxe Skin,http://www.deluxeskin.com.au,,Cosmetics,2-10 employees,,Privately Held,2019,"Melbourne,   AU",-37.825071,144.978682, 
Sothys Australia,http://www.sothys.com.au,1800 816 599,Cosmetics,11-50 employees,"Hornsby , NSW",Privately Held,1981,"PO Box 1784, Hornsby , NSW 1635, AU",-33.700687,151.092308,"Skin Care, Beauty, Make Up, Clinics, Spas, Body, Facials, Peels, Acne, Ageing, and Pigmentation"
Bronze Illusion,http://www.bronzeillusion.com.au,,Cosmetics,0-1 employees,,Self-Employed,,"2156, AU",-33.65277,150.971769, 
The Glamour Sisters,https://www.theglamoursisters.com.au/,,Cosmetics,11-50 employees,"Bankstown, NSW",Privately Held,2001,"Raymond St., 3/55, Bankstown, NSW 2200, AU",-33.919434,151.035727, 
Breathe Indulgence & Beauty ,https://www.gotobreathe.com.au/,,Cosmetics,2-10 employees,"Aldgate, SA",Privately Held,,"2 Strathalbyn Rd, Aldgate, SA 5154, AU",-35.015609,138.736424,"Waxing, Massage, Facial, Wedding Makeup, Body Therapies, Tinting & Lashes, Make Up, Tanning, Packages, and Gift Voucher"
Sydney Permanent Make-Up Centre,http://spmuc.com.au,02 9712 4133,Cosmetics,2-10 employees,"Five Dock, New South Wales",Public Company,1984,"4/239 Great N Rd, Five Dock, New South Wales 2046, AU",-33.864521,151.129907,"Non cosmetic surgery, Cosmetic tattooing, Non surgical face-lift, HIFU, Skin needling, Skin tightening, PLACO plasma treatments, and Tattoo removal"
Organic SUKU,https://organicsuku.com,,Cosmetics,2-10 employees,,Sole Proprietorship,,"AU,   AU",-33.853595,151.039248, 
Chanique Laser Skincare Clinic, ,,Cosmetics, ,,,, , , , 
CULTIVATECO. PTY LTD,http://www.cultivateco.com.au,,Cosmetics,11-50 employees,"Brisbane, Queensland",Privately Held,2019,"Brisbane, Queensland  AU",-27.469309,153.026164,"Plant-based, Natural, Skincare, and wellness"
Azur Pure Skincare,https://azurpure.com/,,Cosmetics,2-10 employees,,Privately Held,2018,"Sydney,   AU",-33.868633,151.209421,"Refillable, Sustainable, Skincare, Organic, Glass, OceanFriendly, and SocialEnterprise"
Combe Asia-Pacific Pty Ltd,http://expressformen.com.au,,Cosmetics, ,,,, ,-38.148907,144.35965, 
Emsibeth in Australia,http://www.emsibeth.com.au,,Cosmetics,2-10 employees,"Belmont, Western Australia",Privately Held,2004,"140 Abernethy Rd, Belmont, Western Australia 6104, AU",-31.954026,115.925923,education and personalised service
Essential Magnesium Australia Pty Ltd,http://www.essentialmagnesium.com.au,401217949,Cosmetics,2-10 employees,"Perth, Western Australia",Privately Held,2015,"Perth, Western Australia 6153, AU",-31.960773,115.834088, 
MR MIST,https://mrmist.online,,Cosmetics,2-10 employees,"Sydney, NSW",Privately Held,2019,"Sydney, NSW 2150, AU",-33.901541,151.198098, 
Pretty Woman Beauty Clinic,http://prettywomanbeautyclinic.com.au,,Cosmetics, ,"Beaconsfield, Western Australia",,, , , , 
Ella bache skin and beauty group,http://skinbeautygroup.com.au,,Cosmetics, ,,,, ,-33.674795,115.249563, 
Jeune Cosmetic Medicine Specialists,http://jeuneascotvale.com.au,,Cosmetics, ,"Moonee Ponds, Victoria",,,"120 Maribyrnong Rd, Moonee Ponds, Victoria 3039, AU",-37.7715,144.915521, 
JP Beauty Salon,http://www.jpbeauty.com.au,,Cosmetics,2-10 employees,"Chatswood, NSW",Privately Held,2019,"5 Oscar street, Chatswood, NSW 2067, AU",-33.795673,151.188471,"skincare, facial care, body relaxation, facial relaxation, and cosmetic"
Mellow Cosmetics,http://mellowcosmetics.com,,Cosmetics, ,,,, ,-37.800587,144.899731, 
Atherie,http://www.atherie.com,,Cosmetics, ,"Melbourne, Victoria",Privately Held,2014,"St Kilda Rd, Melbourne, Victoria 3004, AU", , ,"cosmetics, beauty, skincare, makeup, and haircare"
Langanis Barber,http://langanisbarber.com.au,,Cosmetics,11-50 employees,,Partnership,, ,-27.480025,153.012147, 
Smilee Align Pty Ltd,http://www.smilee.com.au,,Cosmetics,2-10 employees,"Adelaide, South Australia",Privately Held,,"27 Gresham St, Adelaide, South Australia 5000, AU",-34.922601,138.598759, 
Taylor Street Dental,http://www.taylorstreetdental.com.au,298732777,Cosmetics,2-10 employees,"West Pennant Hills, New South Wales",Privately Held,2016,"3 Taylor St, West Pennant Hills, New South Wales 2125, AU",-33.752459,151.025979,"Invisalign, Digital Smile Design, Dental Implant, Porcelain veneer, Composite veneer, all-on-4, Dental implant, Cosmetic dentist, Smile makeover, Smile design dentist, and Digital dentistry"
Le Piaf,http://www.lepiaf.com.au,,Cosmetics,2-10 employees,"Cremorne, NSW",Public Company,2014,"4/412 Military Rd, Cremorne, NSW 2090, AU",-33.827601,151.230704,"Hairdressing, Styling, Hair Colouring, Highlighs, Eyebrow Threading, Facial Threading, Hair Cutting, Colour Tinting, Personal Care, and Consumer Products"
The Aesthetic Lounge,http://aestheticlounge.com.au,(03)95983451,Cosmetics,2-10 employees,"Hampton, Victoria",Partnership,2012,"544 Hampton Street, Hampton, Victoria 3188, AU",-37.932306,145.003681,"Clinical Facials, Microdermabrasion, Skin Peels, Plasma Fibroblast Skin Tightening, Laser Rejuvenation, Dermal Stamping, IPL Colour Correction, LED Light Therapy, Fractional Laser Resurfacing, Skin Tag + Lesion Removal, Electrolysis, Skin Consultations, Laser Tattoo Removal, Laser Hair Removal, and Cosmeceuticals"
Vanity Lashes,http://vanitylashes.com.au,,Cosmetics, ,"West End, Queensland",,, ,-33.904782,151.180371, 
Hey Beautiful,http://hair-salon-helensburgh.com,,Cosmetics, ,"Helensburgh, New South Wales",,, ,-24.464721,150.914162, 
Valor Organics,http://shavewithvalor.com,439548484,Cosmetics,2-10 employees,,Sole Proprietorship,2014,"17/12-20 Lawrence Dr, Nerang,  4211, AU",-28.001896,153.342606, 
Kindred Beauty,http://www.bekindred.com.au,,Cosmetics,2-10 employees,"Sydney, New South Wales",Privately Held,2018,"Sydney, New South Wales 2090, AU",-33.868633,151.209421, 
Le Skin Bar (Pty. Ltd.),http://www.leskinbar.com,,Cosmetics,11-50 employees,"Sydney, New South Wales",Public Company,2014,"3B/71-77 Oxford Street, Bondi Junction, Sydney, New South Wales 2022, AU",-33.891787,151.245474,"Retail, Marketing, Direct to Consumer, Beauty Products, Customer Service, and Online Store"
Dongtian Cosmetic Clinics Broadway,http://www.dongtian.com.au/,,Cosmetics,11-50 employees,"Ultimo, New South Wales",Privately Held,,"181 Broadway, Ultimo, New South Wales 2007, AU",-33.884082,151.196274,"Dermal Fillers, Anti-ageing, PRP, Skincare, Ultherapy, Picosure, SculpSure, Injectables, Microdermabrasion, Body Sculpting, Cosmetic Tattooing, Microblading, Eyelash Extensions, and Beauty"
Fleurir & Floraison,http://www.fleurirfloraison.com,,Cosmetics,0-1 employees,"Narellan , NSW",Self-Employed,2020,"PO Box 3044, Narellan , NSW 2567, AU",-34.045962,150.751154, 
Lavish Locks AU,http://www.lavishlocksau.com,,Cosmetics,0-1 employees,,Self-Employed,2020,"Melbourne,   AU",-37.825071,144.978682, 
Melli Cosmetics,http://mellicosmetics.com,,Cosmetics, ,"Erina, New South Wales",,, ,-37.800587,144.899731, 
Image At Katan,http://imageatkatan.com.au,,Cosmetics, ,"Armadale, Victoria",,, ,-33.689918,117.553599, 
Casa Di Beauty,http://casadibeauty.com.au,,Cosmetics, ,"Fulham, South Australia",,, ,-34.173658,140.750323, 
Hair Fashions,http://gayeshairfashions.com.au,,Cosmetics, ,"Downs St , North Ipswich, Queensland",,, ,-27.294573,153.051773, 
North Shore Aesthetics,https://northshoreaesthetics.com.au,(02) 9418 2121,Cosmetics,2-10 employees,"Gordon, New South Wales",Partnership,2019,"767 Pacific Hwy, Gordon Village Arcade, Gordon, New South Wales 2072, AU",-33.756126,151.150581,"Skin Tightening and Skin Lifting,  Fat Freezing, Stop Incontinence!, Hydrafacial - Aquapure, LED Light Therapy,  Mesotherapy, Buy FILLMED Products, Body Contouring, Skin Treatments, Ultraformer III, Cooltech, TESLAFormer, and TESLAChair"
Generation Skin,https://generationclay.com/,,Cosmetics, ,,,,"23-30 Springfield Ave, 409, Potts Point, NSW 2011, AU",-33.86586,151.226254, 
Fake Treats - The Pamper Store,https://www.faketreats.com.au,,Cosmetics,2-10 employees,,Sole Proprietorship,2016,"175 Maroondah Hwy, Shop 2084B Eastland, Ringwood, vic 3134, AU",-37.814845,145.229604,"Bath Bombs, Whipped Soap, Bubble Bars, Face Masks, Shampoo Bars, Conditioner Bars, Whipped Body Butter, Soy Melts, Milkshake Candles, Hand Crafted Soaps, Cupcake Soaps, Cosmetics, Vegan, Cruelty-Free, and Nut-Free"
Skincense,http://www.skincense.com.au,,Cosmetics,2-10 employees,,Sole Proprietorship,,"2250, AU",-33.314841,151.218226, 
Anoque,http://anoque.com.au,0421 662 182,Cosmetics,2-10 employees,"Brisbane, QLD",Privately Held,2017,"Brisbane, QLD 4000, AU",-27.469309,153.026164, 
Beeautify,https://beeautify.com.au/,61894680444,Cosmetics,2-10 employees,"Yanchep, Western Australia",Privately Held,2019,"128 Yanchep Beach Rd, Yhub Suite 5, Yanchep, Western Australia 6035, AU",-31.537346,115.640515, 
Fifth Estate Co.,http://www.fifthestateco.com,,Cosmetics,2-10 employees,,Privately Held,2017,"11 McDevitt Ave, Dynnyrne, Tasmania 7005, AU",-42.903172,147.311887,"men's hair, hair pomade, hair wax, men's cosmetics, hair styles, matte clay, water-based pomade, Tasmanian, and Australian"
Jacou,http://jacou.com.au,,Cosmetics, ,"Elsternwick, Victoria",,, , , , 
House of Athena,https://houseathena.com.au,,Cosmetics,51-200 employees,,Sole Proprietorship,,"Sydney,   AU", , , 
Annabelle Lane,https://www.annabellelane.com,,Cosmetics,2-10 employees,,Privately Held,2017,AU, , ,"Solotica Lenses, Beauty Products, Makeup, and Cosmetics"
Pure Fusion Botanicals, ,,Cosmetics,0-1 employees,,Sole Proprietorship,2009, ,-19.16133,146.849662, 
Today Hair Salon,http://todayhairsalon.com.au,,Cosmetics, ,"Broadmeadows, Victoria",,, ,-34.510635,144.843581, 
Spray Tanning By Amy,http://www.spraytanningbyamy.com.au,,Cosmetics,0-1 employees,"Mascot, New South Wales",Sole Proprietorship,2013,"Church Ave, Mascot, New South Wales 2020, AU",-33.939229,151.176373,"spray tans, mobile spray tans, spray tanning, beauty, tanning, mobile beauty services, tan at home, violet base, organic, cruelty free, paraben free, spray tan, fashion, beach, and events"
The Greater Discount Chemist, ,,Cosmetics, ,"Broadmeadows, Victoria",,, ,-37.68272,144.914613, 
Floropathy,http://www.floropathy.com.au,,Cosmetics,2-10 employees,"New Gisborne, Victoria",Privately Held,2016,"147 Station Rd, New Gisborne, Victoria 3438, AU",-37.470779,144.59377, 
Luscious Locks, ,,Cosmetics, ,"Rowville, VIC",,, ,-36.833689,145.336222, 
Zeba Hair Studio,http://zebahairstudio.com.au,,Cosmetics, ,"Rose Bay, New South Wales",,, ,-38.173223,144.342422, 
Nectar Day Spa,http://nectardayspa.com.au,,Cosmetics, ,"5 Kellicar Rd , Campbelltown, New South Wales",,, ,-33.75512,151.275005, 
Simply Me Beauty Salon, ,,Cosmetics, ,"Cleveland, Queensland",,, ,-33.704656,151.100616, 
Fabulashes,http://fabulashes.com.au,,Cosmetics, ,"Woody Point, Queensland",,, , , , 
Jt's Ladies'​ & Mens'​ Hairdressers,http://jtshairstylist.com.au,,Cosmetics, ,,,, ,-33.572654,115.824152, 
Bella Brows,http://www.bellabrows.com.au/,426522075,Cosmetics,2-10 employees,"Brisbane, QLD",Privately Held,2015,"4a/54 Vernon Tce, Brisbane, QLD 4005, AU",-27.469309,153.026164,Brow Shaping and Yumi Lash Lift
MandaMade Beauty,http://www.mandamade.com.au,,Cosmetics,0-1 employees,"Melbourne, VIC",Privately Held,2016,"Melbourne, VIC 3205, AU",-37.833409,144.956973,"Natural Skincare, Organic Skincare, and Vegan friendly"
BiBi Skin,http://www.bibiskin.com.au,406420408,Cosmetics,2-10 employees,"Carlingford, NSW",Privately Held,2020,"Carlingford, NSW 2118, AU",-33.764644,151.039427, 
BUCK Grooming Pty Ltd,https://www.buckgrooming.com,,Cosmetics,2-10 employees,"Newtown, NSW",Privately Held,2015,"Po Box 59, Newtown, Newtown, NSW 2042, AU",-33.898963,151.177528,"men's grooming, men's skincare, and men's products"
Gel Bae Poly Gel Nails,http://www.gelbae.com,,Cosmetics,2-10 employees,,Privately Held,2020,"Melbourne,   AU",-37.825071,144.978682, 
LA-BIOS COSMETICS PTY LTD,http://www.labios.com.au,390171898,Cosmetics,11-50 employees,"WARBURTON, Victoria",Partnership,2017,"18 PROSPECT AVENUE, WARBURTON, Victoria 3799, AU",-37.757441,145.703358, 
Me Skin and Body,http://meskinandbody.com.au,,Cosmetics, ,"South Yarra, Victoria",,, ,-38.147754,144.3636, 
Cosmedic Queen,http://www.cosmedicqueen.com,,Cosmetics,0-1 employees,"Melbourne, Victoria",Sole Proprietorship,,"Diamond Creek, Melbourne, Victoria 3089, AU",-37.825071,144.978682,"diy cosmetic ingredients, private label cosmetics, mineral makeup, cosmetic packaging, cosmetic accessories, vegan friendly makeup, and cruelty free"
SMILE LABS CENTRAL COAST,http://www.smilelabscentralcoast.com.au,,Cosmetics,2-10 employees,"Erina, NSW",Self-Employed,2015,"Erina Fair, Terrigal Drive, Erina, NSW 2250, AU",-33.438387,151.39399, 
RJ Mineral Cosmetics,http://rjmineralcosmetics.com.au,,Cosmetics, ,,,, ,-37.648785,145.025421, 
Magikal Goddess,http://www.senegence.com/magikalgoddess,419781978,Cosmetics,0-1 employees,"Dardanup, WA",Self-Employed,2017,"Dardanup, WA 6236, AU",-33.398505,115.756665, 
Serendipity Goatmilk Soap,http://http/www.serendipitygoatmilksoap.com,,Cosmetics,2-10 employees,"COFFS HARBOUR, NSW",Sole Proprietorship,2007,"27 Jemalong Crescent, TOORMINA, COFFS HARBOUR, NSW 2452, AU",-30.355511,153.087239,"Goatmilk with Activated Bamboo Charcoal & Dead Sea Salt, Goatmilk with homemade Almond Milk, Goatmilk with homemade Cucumber Water and Freshly Picked Aloe Vera, Goatmilk with pureed Blueberry & Mango and Blueberry Seed Oil, Goatmilk with Sea Herbs, homemade Cucumber Water & Dead Sea Salt, Goatmilk with Freshly Ground Coffee, Bergamot & Dead Sea Salt, Goatmilk with Freshly Pureed Paw Paw, Goatmilk with unfiltered/unpurified Emu Oil, Goatmilk with Lemon Myrtle (with/without ground leaf), Goatmilk with Sandalwood 'n' Myrrh, Goatmilk Naturals (some as above) with so many more, Goatmilk Scented with over 40 fragrances, and Goatmilk Naturals with Essential Oils"
Liz Jones Cosmetics,http://lizjonescosmetics.com,,Cosmetics, ,,,, ,-28.008491,153.401943, 
You Always Matter Co. [YAMCO],http://yamcoskin.com,,Cosmetics,2-10 employees,,Privately Held,,"Sydney,   AU",-33.868633,151.209421,"selfcare, cosmetics, skincare, and plant-based ingredients"
Dermarol PTY LTD,http://www.mydermarol.com,,Cosmetics,0-1 employees,,Self-Employed,,"Sydney NSW,   AU",-33.868633,151.209421, 
The Little Hair Boutique, ,,Cosmetics, ,"Goodwood, South Australia",,, ,-37.950555,145.151529, 
Beauty Glow,http://beautyglow.com.au,,Cosmetics, ,"Parkinson, Queensland",,, ,-36.732982,147.172565, 
